id,Dénomination,Bureau,Année,Type,Styles,Saison,Météo,Journée,Lumière,Composition,Affectations,Pays,Nom de fichier (avec extension)
981,Toblergmur_Bundesplatz Sud_Luzern,Nightnurse,2016,Extérieur,Illustration,,Dégagé,Soir,Diffuse,,Logement,Suisse,Nightnurse_Toblergmur_BundesplatzSud_Luzern_2016_04.jpg
982,Toblergmur_Bundesplatz Sud_Luzern,Nightnurse,2016,Extérieur,Illustration,,Dégagé,Milieu journée,Direct,,Commercial,Suisse,Nightnurse_Toblergmur_BundesplatzSud_Luzern_2016_05.jpg
983,Toblergmur_Industriestrasse_Luzern,Nightnurse,2018,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,Logement,Suisse,Nightnurse_Toblergmur_Industriestrasse_Luzern_2018_01.jpg
984,Toblergmur_Industriestrasse_Luzern,Nightnurse,2018,Extérieur,Illustration,Été,Dégagé,,Direct,,Logement,Suisse,Nightnurse_Toblergmur_Industriestrasse_Luzern_2018_02.jpg
985,Toblergmur_Industriestrasse_Luzern,Nightnurse,2018,Extérieur,Illustration,Automne,Dégagé,Soir,Direct,,Logement,Suisse,Nightnurse_Toblergmur_Industriestrasse_Luzern_2018_03.jpg
986,Tocchetti Pessina_Kiff Centre Evenements_Aarau,Nightnurse,2019,Intérieur,Illustration,,,,Artificielle,,Culture,Suisse,Nightnurse_TocchettiPessina_KiffCentreEvenements_Aarau_2019_01.jpg
987,Tocchetti Pessina_Kiff Centre Evenements_Aarau,Nightnurse,2019,Extérieur,Illustration,,Dégagé,Soir,Diffuse,frontal,Culture,Suisse,Nightnurse_TocchettiPessina_KiffCentreEvenements_Aarau_2019_02.jpg
988,Viktor Burri_Bahnhof Sud_Langnau,Nightnurse,2019,Extérieur,Illustration,Printemps,Dégagé,Soir,Diffuse,,Logement,Suisse,Nightnurse_ViktorBurri_BahnhofSud_Langnau_2019_01.jpg
989,Viktor Burri_Bahnhof Sud_Langnau,Nightnurse,2019,Extérieur,Illustration,Été,Dégagé,Soir,Direct,,Logement,Suisse,Nightnurse_ViktorBurri_BahnhofSud_Langnau_2019_02.jpg
990,Weber Hofer_Hallenbad_Frauenfeld,Nightnurse,2018,Extérieur,Illustration,Printemps,Dégagé,,Diffuse,,Public,Suisse,Nightnurse_WeberHofer_Hallenbad_Frauenfeld_2018_01.jpg
991,Weber Hofer_Hallenbad_Frauenfeld,Nightnurse,2018,Intérieur,Illustration,,,,Direct,,Public,Suisse,Nightnurse_WeberHofer_Hallenbad_Frauenfeld_2018_02.jpg
992,Weissgrund_Baloise Park_Basel,Nightnurse,2017,Extérieur,Illustration,Été,Dégagé,Nuit,Artificielle,Vertical,Commercial,Suisse,Nightnurse_Weissgrund_BaloisePark_Basel_2017.jpg
993,Wild Baer Heule_Spreitenbach Shoppi Areal_Zurich,Nightnurse,2016,Extérieur,Illustration,Printemps,Dégagé,Milieu journée,Direct,Drone,Commercial,Suisse,Nightnurse_WildBaerHeule_SpreitenbachShoppiAreal_Zurich2016_01.jpg
994,Wild Baer Heule_Spreitenbach Shoppi Areal_Zurich,Nightnurse,2016,Intérieur,Illustration,,,,Diffuse,,Commercial,Suisse,Nightnurse_WildBaerHeule_SpreitenbachShoppiAreal_Zurich2016_02.jpg
995,Wild Baer Heule_Spreitenbach Shoppi Areal_Zurich,Nightnurse,2016,Extérieur,Illustration,Printemps,Dégagé,Milieu journée,Direct,,Commercial,Suisse,Nightnurse_WildBaerHeule_SpreitenbachShoppiAreal_Zurich2016_03.jpg
996,Duarte Fischer_Wohnsiedlung Birchlenstrasse_Duebendorf,Nightnurse,2019,Intérieur,Réaliste,,,,Direct,,Logement,Suisse,Nightnurse_WohnsiedlungBirchlestrasse_Duebendorf_2019_01.jpg
997,Duarte Fischer_Wohnsiedlung Birchlenstrasse_Duebendorf,Nightnurse,2019,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,Logement,Suisse,Nightnurse_WohnsiedlungBirchlestrasse_Duebendorf_2019_02.jpg
998,Wullschleger Moeller_Wohnheim_Einsiedeln,Nightnurse,2019,Extérieur,Illustration,Printemps,Dégagé,Soir,Diffuse,Central,Logement,Suisse,Nightnurse_WullschlegerMoeller_NWohnheim_Einsiedeln_2019.jpg
999,10 zu 8_Rathausbruecke_Zurich,Brunecky,2019,Extérieur,Illustration,Automne,Nuageux,Milieu journée,Diffuse,,Urbanisme,Suisse,Brunecky_10zu8_Rathausbruecke_Zurich_2019_01.jpg
1000,10 zu 8_Rathausbruecke_Zurich,Brunecky,2019,Extérieur,Illustration,,Dégagé,Soir,Spot,,Urbanisme,Suisse,Brunecky_10zu8_Rathausbruecke_Zurich_2019_02.jpg
1001,Andreas Pfister_Casa Giesserei_Baufeld C_Arbon,Brunecky,,Intérieur,Illustration,,,Milieu journée,Diffuse,,Commercial,Suisse,Brunecky_AndreasPfister_CasaGiesserei_BaufeldC_Arbon_01.jpg
1002,Andreas Pfister_Casa Giesserei_Baufeld C_Arbon,Brunecky,,Intérieur,Illustration,,,Milieu journée,Diffuse,,Commercial,Suisse,Brunecky_AndreasPfister_CasaGiesserei_BaufeldC_Arbon_02.jpg
1003,Burkhalter Sumi_Ghiringhelli_Bellizona,Brunecky,2017,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,Logement,Suisse,Brunecky_BurkhalterSumi_Ghiringhelli_Bellizona_2017_01.jpg
1004,Burkhalter Sumi_Ghiringhelli_Bellizona,Brunecky,2017,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,Logement,Suisse,Brunecky_BurkhalterSumi_Ghiringhelli_Bellizona_2017_02.jpg
1005,Burkhalter Sumi_Spinnerei_Muehlau_Kyburg,Brunecky,,Intérieur,Illustration,,,,Direct,,Logement,Suisse,Brunecky_BurkhalterSumi_Spinnerei_Muehlau_Kyburg_01.jpg
1006,Burkhalter Sumi_Spinnerei_Muehlau_Kyburg,Brunecky,,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,Central,Logement,Suisse,Brunecky_BurkhalterSumi_Spinnerei_Muehlau_Kyburg_02.jpg
1007,Burkhalter Sumi_Wohnueberbauung Waldacker_St-Gallen,Brunecky,2017,Extérieur,Illustration,Printemps,Dégagé,,Direct,,Logement,Suisse,Brunecky_BurkhalterSumi_WohnueberbauungWaldacker_StGallen_2017_01.jpg
1008,Burkhalter Sumi_Wohnueberbauung Waldacker_St-Gallen,Brunecky,2017,Extérieur,Illustration,Printemps,Dégagé,Milieu journée,Direct,,Logement,Suisse,Brunecky_BurkhalterSumi_WohnueberbauungWaldacker_StGallen_2017_02.jpg
1009,Fischer_Extension LGT_Vaduz,Brunecky,2019,Extérieur,Illustration,Printemps,Dégagé,,Direct,,Commercial,,Brunecky_Fischer_ExtensionLGT_Vaduz_2019_01.jpg
1010,Fischer_Extension LGT_Vaduz,Brunecky,2019,Intérieur,Illustration,,,,Diffuse,,Commercial,,Brunecky_Fischer_ExtensionLGT_Vaduz_2019_02.jpg
1011,Fischer_Sekundarschule_Duebendorf,Brunecky,2019,Extérieur,Illustration,Printemps,Dégagé,Matin,Diffuse,frontal,École,Suisse,Brunecky_Fischer_Sekundarschule_Duebendorf_2019_01.jpg
1012,Fischer_Sekundarschule_Duebendorf,Brunecky,2019,Intérieur,Illustration,,,,Diffuse,frontal,École,Suisse,Brunecky_Fischer_Sekundarschule_Duebendorf_2019_02.jpg
1013,Fischer_Sekundarschule_Duebendorf,Brunecky,2019,Intérieur,Illustration,,,,Diffuse,Central,École,Suisse,Brunecky_Fischer_Sekundarschule_Duebendorf_2019_03.jpg
1014,Fischer_Wohnsieldung Hardau_Zurich,Brunecky,2017,Extérieur,Illustration,Printemps,Dégagé,Soir,Diffuse,,Logement,Suisse,Brunecky_Fischer_WohnsieldungHardau_Zurich_2017_01.jpg
1015,Fischer_Wohnsieldung Hardau_Zurich,Brunecky,2017,Intérieur,Illustration,,,,Direct,,Logement,Suisse,Brunecky_Fischer_WohnsieldungHardau_Zurich_2017_02.jpg
1016,Galli Rudolf_Hochhaus_Zurich,Brunecky,2015,Extérieur,Illustration,Printemps,Dégagé,Milieu journée,Diffuse,Vertical,Logement,Suisse,Brunecky_GalliRudolf_Hochhaus_Zurich_2015.jpg
1017,Galli Rudolf_Schulhaus_Wallisellen,Brunecky,2018,Extérieur,Illustration,Été,Nuageux,Milieu journée,Diffuse,Central,École,Suisse,Brunecky_GalliRudolf_Schulhaus_Wallisellen_2018_01.jpg
1018,Galli Rudolf_Schulhaus_Wallisellen,Brunecky,2018,Intérieur,Illustration,,,,Diffuse,Central,École,Suisse,Brunecky_GalliRudolf_Schulhaus_Wallisellen_2018_02.jpg
1019,Hotz_MFH_Zurich,Brunecky,2019,Extérieur,Illustration,Été,Dégagé,Matin,Direct,,Logement,Suisse,Brunecky_Hotz_MFH_Zurich_2019.jpg
1020,Hotz Partner_MFH_Neudorfstrasse_Horgen,Brunecky,,Extérieur,Réaliste,Été,Dégagé,Matin,Diffuse,Central,Logement,Suisse,Brunecky_HotzPartner_MFH_Neudorfstrasse.jpg
1021,Klosbrunecky_Kindergarten_Huttwil,Brunecky,2017,Extérieur,Illustration,Été,Dégagé,,Diffuse,frontal,École,Suisse,Brunecky_Klosbrunecky_Kindergarten_Huttwil_2017_01.jpg
1022,Klosbrunecky_Kindergarten_Huttwil,Brunecky,2017,Intérieur,Illustration,,,,Diffuse,,École,Suisse,Brunecky_Klosbrunecky_Kindergarten_Huttwil_2017_02.jpg
1023,Klosbrunecky_Kindergarten_Huttwil,Brunecky,2017,Extérieur,Illustration,Été,Dégagé,Matin,Direct,,École,Suisse,Brunecky_Klosbrunecky_Kindergarten_Huttwil_2017_03.jpg
1024,Local_Multisport_Zurich,Brunecky,2019,Extérieur,Illustration,Été,Dégagé,Matin,Direct,Central,Public,Suisse,Brunecky_Local_Multisport_Zurich_2019_01.jpg
1025,Local_Multisport_Zurich,Brunecky,2019,Intérieur,Illustration,,,,Direct,,Public,Suisse,Brunecky_Local_Multisport_Zurich_2019_02.jpg
1026,Local_Prilly-Malley_Lausanne,Brunecky,2017,Extérieur,Illustration,Printemps,Dégagé,,Direct,Vertical,Commercial,Suisse,Brunecky_LocalArchi_Prilly-Malley_Lausanne_2017_01.jpg
1027,Local_Prilly-Malley_Lausanne,Brunecky,2017,Extérieur,Illustration,Printemps,Dégagé,,Diffuse,Vertical,Commercial,Suisse,Brunecky_LocalArchi_Prilly-Malley_Lausanne_2017_02.jpg
1028,Local_Prilly-Malley_Lausanne,Brunecky,2017,Extérieur,Illustration,Printemps,Dégagé,Soir,Artificielle,Vertical,Commercial,Suisse,Brunecky_LocalArchi_Prilly-Malley_Lausanne_2017_03.jpg
1029,Luca Selva_Kindergarten_Riehen,Brunecky,2018,Extérieur,Illustration,Été,Dégagé,Matin,Diffuse,Central,École,Suisse,Brunecky_LucaSelva_Kindergarten_Riehen_2018.jpg
1030,Melk Nigg_Kindergarten_Zug,Brunecky,2018,Extérieur,Illustration,Été,Dégagé,Matin,Diffuse,frontal,École,Suisse,Brunecky_MelkNigg_Kindergarten_Zug_2018.jpg
1031,PONT12_Ambassade Suisse_Beijing,Brunecky,,Extérieur,Illustration,,,,Diffuse,,Public,Suisse,Brunecky_PONT12_AmbassadeSuisse_Beijing_01.jpg
1032,PONT12_Ambassade Suisse_Beijing,Brunecky,,Extérieur,Illustration,,Dégagé,,Direct,,Public,Suisse,Brunecky_PONT12_AmbassadeSuisse_Beijing_02.jpg
1033,PONT12_Centre Sportif Malley_Lausanne,Brunecky,2015,Extérieur,Illustration,,Dégagé,Soir,Artificielle,Drone,Public,Suisse,Brunecky_PONT12_CentreSportifMalley_Lausanne_2015_01.jpg
1034,PONT12_Centre Sportif Malley_Lausanne,Brunecky,2015,Intérieur,Illustration,,,,Artificielle,,Public,Suisse,Brunecky_PONT12_CentreSportifMalley_Lausanne_2015_02.jpg
1035,PONT12_Centre Sportif Malley_Lausanne,Brunecky,2015,Intérieur,Illustration,,,,Artificielle,,Public,Suisse,Brunecky_PONT12_CentreSportifMalley_Lausanne_2015_03.jpg
1036,PONT12_Centre Sportif Malley_Lausanne,Brunecky,2015,Extérieur,Illustration,Automne,Dégagé,Milieu journée,Direct,Drone,Public,Suisse,Brunecky_PONT12_CentreSportifMalley_Lausanne_2015_04.jpg
1037,PONT12_Centre Sportif Malley_Lausanne,Brunecky,2015,Intérieur,Illustration,,,,Artificielle,,Public,Suisse,Brunecky_PONT12_CentreSportifMalley_Lausanne_2015_05.jpg
1038,PONT12_Centre Sportif Malley_Lausanne,Brunecky,2015,Intérieur,Illustration,,,,Artificielle,,Public,Suisse,Brunecky_PONT12_CentreSportifMalley_Lausanne_2015_06.jpg
1039,PONT12_Centre Sportif Malley_Lausanne,Brunecky,2015,Intérieur,Illustration,,,,Diffuse,,Public,Suisse,Brunecky_PONT12_CentreSportifMalley_Lausanne_2015_07.jpg
1040,PONT12_Centre Sportif Malley_Lausanne,Brunecky,2015,Intérieur,Illustration,,,,Artificielle,,Public,Suisse,Brunecky_PONT12_CentreSportifMalley_Lausanne_2015_08.jpg
1041,PONT12_Cycle Orientation_Vernier,Brunecky,2018,Extérieur,Illustration,Été,Dégagé,Soir,Artificielle,frontal,École,Suisse,Brunecky_PONT12_CycleOrientation_Vernier_2018.jpg
1042,PONT12_Hotel Des Archives_Geneve,Brunecky,2018,Extérieur,Illustration,,Dégagé,,Diffuse,,Public,Suisse,Brunecky_PONT12_HotelDesArchives_Geneve_2018_01.jpg
1043,PONT12_Hotel Des Archives_Geneve,Brunecky,2018,Intérieur,Illustration,,,,Diffuse,,Public,Suisse,Brunecky_PONT12_HotelDesArchives_Geneve_2018_02.jpg
1044,Spiellmann Echsle_Caserne Militaire_Zurich,Brunecky,2019,Extérieur,Illustration,,Dégagé,Soir,Diffuse,,Public,Suisse,Brunecky_SpiellmannEchsle_CaserneMilitaire_Zurich_2019_01.jpg
1045,Spiellmann Echsle_Caserne Militaire_Zurich,Brunecky,2019,Intérieur,Illustration,,,,Diffuse,,Public,Suisse,Brunecky_SpiellmannEchsle_CaserneMilitaire_Zurich_2019_02.jpg
1046,Spiellmann Echsle_Caserne Militaire_Zurich,Brunecky,2019,Intérieur,Illustration,,,,Direct,,Public,Suisse,Brunecky_SpiellmannEchsle_CaserneMilitaire_Zurich_2019_03.jpg
1047,Spiellmann Echsle_Caserne Militaire_Zurich,Brunecky,2019,Intérieur,Illustration,,,,Diffuse,,Public,Suisse,Brunecky_SpiellmannEchsle_CaserneMilitaire_Zurich_2019_04.jpg
1048,Spillmann Echsle_MFH_Frohalpstrasse_Zurich,Brunecky,2017,Extérieur,Illustration,Printemps,Dégagé,Milieu journée,Direct,Central,Logement,Suisse,Brunecky_SpillmannEchsle_MFH_Frohalpstrasse_Zurich_2017_01.jpg
1049,Spillmann Echsle_MFH_Frohalpstrasse_Zurich,Brunecky,2017,Intérieur,Illustration,,,Milieu journée,Direct,,Logement,Suisse,Brunecky_SpillmannEchsle_MFH_Frohalpstrasse_Zurich_2017_02.jpg
1050,Spilmann Echsle_Halle 53_Winterthur,Brunecky,2017,Intérieur,Illustration,,,,Diffuse,,Culture,Suisse,Brunecky_SpilmannEchsle_Halle53_Winterthur_2017_01.jpg
1051,Spilmann Echsle_Halle 53_Winterthur,Brunecky,2017,Intérieur,Illustration,,,,Diffuse,,Culture,Suisse,Brunecky_SpilmannEchsle_Halle53_Winterthur_2017_02.jpg
1052,Think Archi_Haus Am Bodense_Salenstein,Brunecky,2013,Extérieur,Illustration,Été,Nuageux,Soir,Artificielle,,Logement,Suisse,Brunecky_ThinkArchi_HausAmBodense_Salenstein_2013.jpg
1053,ZUS_Slachthuis_Haarlem_Pays Bas,Brunecky,2018,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,Drone,Commercial,,Brunecky_ZUS_Slachthuis_Haarlem_NL_2018.jpg
1054,ZUS_Slachthuis_Haarlem_Pays Bas,Brunecky,2018,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,Commercial,,Brunecky_ZUS_Slachthuis_Haarlem_NL_2018_01.jpg
1055,ZUS_Stationplatz_Eindhoven_Pays Bas,Brunecky,2018,Extérieur,Graphique,,Pluvieux,Soir,Artificielle,,Urbanisme,,Brunecky_ZUS_Stationplatz_Eindhoven_NL_2018_01.jpg
1056,ZUS_Stationplatz_Eindhoven_Pays Bas,Brunecky,2018,Extérieur,Maquette,Automne,,,Artificielle,,Urbanisme,,Brunecky_ZUS_Stationplatz_Eindhoven_NL_2018_02.jpg
1057,ZUS_Stationplatz_Eindhoven_Pays Bas,Brunecky,2018,Extérieur,Graphique,,,,Artificielle,,Urbanisme,,Brunecky_ZUS_Stationplatz_Eindhoven_NL_2018_03.jpg
1058,ZUS_Stationplatz_Eindhoven_Pays Bas,Brunecky,2018,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,Urbanisme,,Brunecky_ZUS_Stationplatz_Eindhoven_NL_2018_04.jpg
1059,ZUS_Stationplatz_Eindhoven_Pays Bas,Brunecky,2018,Extérieur,Illustration,Printemps,Dégagé,Soir,Spot,Drone,Urbanisme,,Brunecky_ZUS_Stationplatz_Eindhoven_NL_2018_05.jpg
1060,ZUS_Stationplatz_Eindhoven_Pays Bas,Brunecky,2018,Extérieur,Illustration,Printemps,Dégagé,Milieu journée,Direct,,Urbanisme,,Brunecky_ZUS_Stationplatz_Eindhoven_NL_2018_06.jpg
1061,ZUS_Station Zuid_Amsterdam,Brunecky,2016,Extérieur,Illustration,Automne,Dégagé,Matin,Diffuse,frontal,Public,,Brunecky_ZUS_StationZuid_Amsterdam_2016_01.jpg
1062,ZUS_Station Zuid_Amsterdam,Brunecky,2016,Extérieur,Illustration,Printemps,Dégagé,Soir,Artificielle,Drone,Public,,Brunecky_ZUS_StationZuid_Amsterdam_2016_02.jpg
1063,Auer Weber_Campus Founders_Heilbronn,Loomn,2019,Intérieur,Illustration,,,,Direct,,Commercial,,Loomn_AuerWeber_CampusFounders_Heilbronn_2019_01.jpg
1064,Auer Weber_Campus Founders_Heilbronn,Loomn,2019,Extérieur,Illustration,Été,Dégagé,Matin,Direct,Central,Commercial,,Loomn_AuerWeber_CampusFounders_Heilbronn_2019_02.jpg
1065,Auer Weber_Campus Founders_Heilbronn,Loomn,2019,Intérieur,Illustration,,,,Direct,,Commercial,,Loomn_AuerWeber_CampusFounders_Heilbronn_2019_03.jpg
1066,Auer Weber_Campus Founders_Heilbronn,Loomn,2019,Extérieur,Illustration,Été,Dégagé,Matin,Direct,Central,Commercial,,Loomn_AuerWeber_CampusFounders_Heilbronn_2019_04.jpg
1067,Boegli Kramp_Hotel Cantonal_Fribourg,Loomn,2015,Intérieur,Illustration,,,,Artificielle,,Commercial,Suisse,Loomn_BoegliKramp_HotelCantonal_Fribourg_2015_01.jpg
1068,Boegli Kramp_Hotel Cantonal_Fribourg,Loomn,2015,Intérieur,Illustration,,,,Artificielle,,Commercial,Suisse,Loomn_BoegliKramp_HotelCantonal_Fribourg_2015_02.jpg
1069,Buchner Bruendler_Schokolade Museum Fabrik_Kilchberg,Loomn,2014,Intérieur,Illustration,,,,Artificielle,,Culture,Suisse,Loomn_BuchnerBruendler_SchokoladeMuseumFabrik_Kilchberg_2014_01.jpg
1070,Buchner Bruendler_Schokolade Museum Fabrik_Kilchberg,Loomn,2014,Extérieur,Illustration,,,Nuit,Artificielle,Drone,Culture,Suisse,Loomn_BuchnerBruendler_SchokoladeMuseumFabrik_Kilchberg_2014_02.jpg
1071,Buchner Bruendler_Schokolade Museum Fabrik_Kilchberg,Loomn,2014,Intérieur,Illustration,,,,Direct,,Culture,Suisse,Loomn_BuchnerBruendler_SchokoladeMuseumFabrik_Kilchberg_2014_03.jpg
1072,Buchner Bruendler_Schokolade Museum Fabrik_Kilchberg,Loomn,2014,Extérieur,Illustration,Été,Dégagé,,Direct,,Culture,Suisse,Loomn_BuchnerBruendler_SchokoladeMuseumFabrik_Kilchberg_2014_04.jpg
1073,Buchner Bruendler_Schokolade Museum Fabrik_Kilchberg,Loomn,2014,Intérieur,Illustration,,,,Diffuse,,Culture,Suisse,Loomn_BuchnerBruendler_SchokoladeMuseumFabrik_Kilchberg_2014_05.jpg
1074,Buchner Bruendler_Schokolade Museum Fabrik_Kilchberg,Loomn,2014,Extérieur,Illustration,,Dégagé,,Direct,,Culture,Suisse,Loomn_BuchnerBruendler_SchokoladeMuseumFabrik_Kilchberg_2014_06.jpg
1075,Loomn_Daniel Binder_MAC_Museum_Singen,Loomn,,Extérieur,Illustration,Été,Pluvieux,,Diffuse,,Culture,,Loomn_DanielBinder_MAC_Museum_Singen.jpg
1076,DBCO_Biophysik Institut_Saarbruecken,Loomn,2019,Extérieur,Illustration,Printemps,Dégagé,Matin,Direct,,Commercial,,Loomn_DBCO_BiophysikInstitut_Saarbruecken_2019_01.jpg
1077,DBCO_Biophysik Institut_Saarbruecken,Loomn,2019,Extérieur,Illustration,Hiver,Dégagé,Matin,Direct,,Commercial,,Loomn_DBCO_BiophysikInstitut_Saarbruecken_2019_02.jpg
1078,DBCO_Keltenpark Besucherzentrum,Loomn,2018,Extérieur,Illustration,,Dégagé,Matin,Direct,,Culture,,Loomn_DBCO_KeltenparkBesucherzentrum_2018_01.jpg
1079,DBCO_Keltenpark Besucherzentrum,Loomn,2018,Intérieur,Illustration,,,,Diffuse,,Culture,,Loomn_DBCO_KeltenparkBesucherzentrum_2018_02.jpg
1080,Deillon Delley_musee histoire naturelle_Fribourg,Loomn,2018,Extérieur,Illustration,,Pluvieux,Soir,Spot,,Culture,Suisse,Loomn_DeillonDelley_musee_histoire_naturelle_Fribourg_2018_01.jpg
1081,Deillon Delley_musee histoire naturelle_Fribourg,Loomn,2018,Intérieur,Illustration,,Dégagé,,Direct,Central,Culture,Suisse,Loomn_DeillonDelley_musee_histoire_naturelle_Fribourg_2018_02.jpg
1082,FHV_Chene-Bourg_Lausanne,Loomn,2014,Extérieur,Illustration,Printemps,Dégagé,Matin,Diffuse,,Logement,Suisse,Loomn_FHV_Chene-Bourg_Lausanne_2014_01.jpg
1083,FHV_Chene-Bourg_Lausanne,Loomn,2014,Extérieur,Illustration,,Dégagé,Matin,Diffuse,,Logement,Suisse,Loomn_FHV_Chene-Bourg_Lausanne_2014_02.jpg
1084,Kistler Vogt_Parking_Kreuzlingen,Loomn,2018,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,Public,Suisse,Loomn_KistlerVogt_Parking_Kreuzlingen_2018_01.jpg
1085,Kistler Vogt_Parking_Kreuzlingen,Loomn,2018,Extérieur,Illustration,Été,Dégagé,Nuit,Spot,,Public,Suisse,Loomn_KistlerVogt_Parking_Kreuzlingen_2018_02.jpg
1086,Lehmann Fidanza_Parkhaus_Murten,Loomn,2013,Intérieur,Maquette,,,,Diffuse,,Public,Suisse,Loomn_LehmannFidanza_Parkhaus_2013_01.jpg
1087,Lehmann Fidanza_Parkhaus_Murten,Loomn,2013,Extérieur,Maquette,,,,Diffuse,,Public,Suisse,Loomn_LehmannFidanza_Parkhaus_2013_02.jpg
1088,Maj_Schulhaus_Aarberg,Loomn,2019,Extérieur,Illustration,Été,Dégagé,Matin,Diffuse,frontal,École,Suisse,Loomn_Maj_Schulhaus_Aarberg_2019_01.jpg
1089,Maj_Schulhaus_Aarberg,Loomn,2019,Intérieur,Illustration,,,,Diffuse,Central,École,Suisse,Loomn_Maj_Schulhaus_Aarberg_2019_02.jpg
1090,Maj_Schulhaus_Aarberg,Loomn,2019,Extérieur,Illustration,,,,Diffuse,frontal,École,Suisse,Loomn_Maj_Schulhaus_Aarberg_2019_03.jpg
1091,MAK_Hallenbad_Appenzell,Loomn,2018,Extérieur,Illustration,Hiver,Dégagé,Matin,Diffuse,Central,Public,Suisse,Loomn_MAK_Hallenbad_Appenzell_2018_01.jpg
1092,MAK_Hallenbad_Appenzell,Loomn,2018,Intérieur,Illustration,,,,Diffuse,Central,Public,Suisse,Loomn_MAK_Hallenbad_Appenzell_2018_02.jpg
1093,MAK_Klinik_Arlesheim,Loomn,2018,Extérieur,Illustration,Printemps,Dégagé,Milieu journée,Direct,,Public,Suisse,Loomn_MAK_Klinik_Arlesheim_2018_01.jpg
1094,MAK_Klinik_Arlesheim,Loomn,2018,Extérieur,Illustration,Printemps,Dégagé,Milieu journée,Direct,,Public,Suisse,Loomn_MAK_Klinik_Arlesheim_2018_02.jpg
1095,MAK_Klinik_Arlesheim,Loomn,2018,Intérieur,Illustration,,,,Diffuse,,Public,Suisse,Loomn_MAK_Klinik_Arlesheim_2018_03.jpg
1096,MAK_Schule_Sursee,Loomn,2019,Extérieur,Illustration,Printemps,Nuageux,Matin,Diffuse,frontal,École,Suisse,Loomn_MAK_Schule_Sursee_2019_01.jpg
1097,MAK_Schule_Sursee,Loomn,2019,Intérieur,Illustration,,,,Direct,,École,Suisse,Loomn_MAK_Schule_Sursee_2019_02.jpg
1098,MAK_Naturhistorisches Museum_Geneve,Loomn,2017,Extérieur,Illustration,Printemps,Pluvieux,Soir,Diffuse,,Culture,Suisse,Loomn_MAK_NaturhistorischesMuseum_Geneve_01.jpg
1099,MAK_Naturhistorisches Museum_Geneve,Loomn,2017,Intérieur,Illustration,,,,Artificielle,,Culture,Suisse,Loomn_MAK_NaturhistorischesMuseum_Geneve_02.jpg
1100,mj2b_Innovationspark_Biel,Loomn,2016,Extérieur,Illustration,Automne,Dégagé,Milieu journée,Direct,,Commercial,Suisse,Loomn_mj2b_Innovationspark_Biel_2016_01.jpg
1101,mj2b_Innovationspark_Biel,Loomn,2016,Intérieur,Illustration,,,,Diffuse,,Commercial,Suisse,Loomn_mj2b_Innovationspark_Biel_2016_02.jpg
1102,mlzd_Buszentrum RBS_Ittigen,Loomn,,Extérieur,Illustration,,Dégagé,Soir,Diffuse,,Public,Suisse,Loomn_mlzd_BuszentrumRBS_Ittigen_01.jpg
1103,mlzd_Hotel Aarauerhof_Aarau,Loomn,2018,Extérieur,Illustration,,Nuageux,Soir,Artificielle,,Public,Suisse,Loomn_mlzd_Ersatzneubau-Hotel-Aarauerhof_Aarau_2018.jpg
1104,mlzd_Kiff Center_Araau,Loomn,2019,Extérieur,Illustration,,Pluvieux,Soir,Diffuse,,Culture,Suisse,Loomn_mlzd_kiffCenter_Araau_2019.jpg
1105,mlzd_Stade Pierre de Coubertin_Lausanne,Loomn,2016,Extérieur,Illustration,Été,Dégagé,Soir,Spot,Drone,Public,Suisse,Loomn_mlzd_StadeCoubertin_Lausanne_2016_01.jpg
1106,mlzd_Stade Pierre de Coubertin_Lausanne,Loomn,2016,Extérieur,Illustration,Été,Dégagé,Matin,Diffuse,Drone,Public,Suisse,Loomn_mlzd_StadeCoubertin_Lausanne_2016_02.jpg
1107,mlzd_Stade Pierre de Coubertin_Lausanne,Loomn,2016,Extérieur,Illustration,Été,Dégagé,Soir,Artificielle,,Public,Suisse,Loomn_mlzd_StadeCoubertin_Lausanne_2016_03.jpg
1108,mlzd_Stade Pierre de Coubertin_Lausanne,Loomn,2016,Extérieur,Illustration,Été,Dégagé,Matin,Diffuse,,Public,Suisse,Loomn_mlzd_StadeCoubertin_Lausanne_2016_04.jpg
1109,mlzd_Stade Pierre de Coubertin_Lausanne,Loomn,2016,Extérieur,Illustration,Été,Dégagé,Soir,Artificielle,,Public,Suisse,Loomn_mlzd_StadeCoubertin_Lausanne_2016_05.jpg
1110,mlzd_Stade Pierre de Coubertin_Lausanne,Loomn,2016,Extérieur,Illustration,Été,Dégagé,Milieu journée,Direct,,Public,Suisse,Loomn_mlzd_StadeCoubertin_Lausanne_2016_06.jpg
